Time,X_estimated,Y_estimated,Psi_estimated,Roll_estimated,Rollrate_estimated,Delta_estimated,Velocity_estimated,GPS_X,GPS_Y,a_y,w_x,w_z,Delta_enc,Velocity,Steerrate
10.54,20.010903661216,-4.33480525755569,0.588950617058557,-0.0087968535012244,0.013741094571845,0.0476041724507843,1.99987951970713,19.9451905795215,-4.38049531343237,0.227207133595243,0.0132311463983976,0.0817070563708319,0.0476055812012409,2,-0.0388639768933388
10.55,20.0273078444003,-4.32335890092982,0.589767663443409,-0.00865061319310883,0.013780599151482,0.0472127715153179,1.99988059513829,19.9451905795215,-4.38049531343237,0.224392125561098,0.0132670237660364,0.0810353168619564,0.047214200687045,2,-0.0391380514195977
10.56,20.0437045334906,-4.3119019105259,0.590577992082675,-0.00850426495210473,0.0138183351009811,0.0468186785530176,1.99988166096994,19.9451905795215,-4.38049531343237,0.221569772877164,0.0133011977949861,0.0803589566318533,0.0468201279681683,2,-0.039407271887664
10.57,20.060093811788,-4.30043442014993,0.591381556772195,-0.00835782792965298,0.0138542961285811,0.0464219425218236,1.99988271728776,19.9451905795215,-4.38049531343237,0.218740438139942,0.0133336627733462,0.0796780597122918,0.0464234120046566,2,-0.0396715963511695
10.58,20.0764757631524,-4.28895656384111,0.59217831214809,-0.0082113213176499,0.0138884762034888,0.0460226127970462,1.99988376417667,19.9451905795215,-4.38049531343237,0.215904485118747,0.0133644132354828,0.0789927108459369,0.04602410217075,2,-0.0399309833906687
10.59,20.0928504719887,-4.27746847585628,0.592968213693929,-0.00806476432965547,0.0139208695597091,0.045620739162529,1.99988480172085,19.9451905795215,-4.38049531343237,0.213062278703279,0.0133934439628824,0.0783029954744326,0.0456222482479398,2,-0.0401853922810136
10.6,20.1091915369603,-4.26598953498145,0.593746623915781,-0.00791817619443235,0.0139514706947876,0.0452163718025108,1.99987868062744,20.1091751541628,-4.26600112229444,0.210214184851081,0.0134207499844914,0.0776089997258761,0.0452179004176707,2,-0.0404347830269165
10.61,20.1255520096722,-4.2544815023641,0.594522687676905,-0.00777156729064208,0.0139802745804396,0.0448095593715735,1.99987976354839,20.1091751541628,-4.26600112229444,0.207360571032108,0.0134463230798791,0.076910806812103,0.0448111071622644,2,-0.0406793255406291
10.62,20.1419054968114,-4.24296364166181,0.595291769179775,-0.00762497278094521,0.0140072722467526,0.0444003543726,1.99988083680297,20.1091751541628,-4.26600112229444,0.20450180547638,0.0134701619391983,0.0762085075744235,0.0444019214092593,2,-0.0409185753005011
10.63,20.1582520848152,-4.23143608785227,0.596053827359943,-0.00747840683785724,0.0140324620418717,0.043988808632245,1.99988190047747,20.1091751541628,-4.26600112229444,0.201638257052876,0.0134922626644922,0.0755021904765602,0.0439903947009229,2,-0.0411526708336486
10.64,20.1745918605913,-4.21989897604987,0.59680882204248,-0.00733188728484626,0.014055840257385,0.0435749739212155,1.9998829546574,20.1091751541628,-4.26600112229444,0.198770295453431,0.0135126213542476,0.074791944346925,0.0435765787920036,2,-0.0413815908919315
10.65,20.1909249115051,-4.20835244149315,0.597556713941013,-0.00718543299226939,0.014077402830357,0.0431589023018229,1.9998839994275,20.1091751541628,-4.26600112229444,0.195898291167028,0.0135312342905529,0.0740778585666315,0.0431605257592749,2,-0.0416053032728616
10.66,20.207251325365,-4.1967966195298,0.598297464662735,-0.00703906312307047,0.0140971458144766,0.0427406461889518,1.99988503487179,20.1091751541628,-4.26600112229444,0.193022615433483,0.0135480979908678,0.0733600231117683,0.042742288026165,2,-0.0418237733109939
10.67,20.2235711904074,-4.1852316456012,0.599031036714449,-0.00689279691545977,0.0141150655030926,0.0423202583510479,1.99988606107348,20.1091751541628,-4.26600112229444,0.190143640191531,0.0135632092216278,0.0726385285545858,0.042321918363448,2,-0.0420369662717014
10.68,20.2398845952817,-4.17365765522702,0.599757393508645,-0.00674665362035655,0.0141311584569782,0.0418977919012056,1.9998870781151,20.1091751541628,-4.26600112229444,0.187261738025491,0.0135765650014815,0.0719134660535052,0.0418994698834231,2,-0.0422448480024911
10.69,20.2561916290349,-4.16207478398972,0.600476499369409,-0.00660065248281399,0.0141454215078879,0.0414733002878383,1.9998880860784,20.1091751541628,-4.26600112229444,0.184377282111608,0.0135881626019407,0.0711849273403069,0.04147499603245,2,-0.0424473850973118
10.7,20.2724712386908,-4.150498953514,0.601184062990475,-0.00645481273558791,0.0141578517571045,0.0410468372860428,1.99988332377299,20.2724581366154,-4.15050843769649,0.181490646164335,0.0135979995475208,0.070453004706727,0.0410485505831392,2,-0.0426445449310705
10.71,20.2887658007219,-4.13889882941772,0.60188856363165,-0.00630914539037074,0.0141684467705595,0.0406184552094728,1.9998843652483,20.2724581366154,-4.15050843769649,0.178602204842822,0.0136060703788229,0.0697177876668576,0.0406201856897427,2,-0.042836489339658
10.72,20.3050542614966,-4.12729023115756,0.602585711807505,-0.00616368437979281,0.014177200488991,0.0401882098887946,1.99988539742719,20.2724581366154,-4.15050843769649,0.175712333049415,0.013612376056591,0.0689793727197699,0.0401899575762215,2,-0.0430228113521188
10.73,20.3213367114954,-4.11567329441841,0.603275475538557,-0.00601844417442091,0.0141841136537013,0.0397561564813405,1.99988642039264,20.2724581366154,-4.15050843769649,0.172821405812681,0.0136169151693902,0.0682378540820839,0.0397579211366956,2,-0.043203643952591
10.74,20.337613241517,-4.10404815486818,0.603957823792006,-0.00587344259803394,0.0141891851262994,0.0393223500444026,1.99988743422691,20.2724581366154,-4.15050843769649,0.169929798452667,0.0136196863257414,0.0674933262253066,0.0393241314137917,2,-0.0433789722903911
10.75,20.3538839426645,-4.09241494814505,0.604632726480018,-0.0057286984162559,0.0141924134644247,0.0388868458560052,1.99988843901148,20.2724581366154,-4.15050843769649,0.167037886552196,0.0136206883271774,0.066745884048146,0.0388886436990396,2,-0.0435487714752046
10.76,20.3701489063294,-4.08077380984273,0.605300154463516,-0.00558423063792119,0.0141937973577695,0.0384496994703272,1.99988943482715,20.2724581366154,-4.15050843769649,0.164146045909144,0.013619920215977,0.0659956229138866,0.0384515135546489,2,-0.0437130144390735
10.77,20.3864082241762,-4.06912487549521,0.605960079556917,-0.00544005831364409,0.0141933357417832,0.0380109667175926,1.99989042175396,20.2724581366154,-4.15050843769649,0.161254652483558,0.0136173812875679,0.0652426386497293,0.0380127968131241,2,-0.0438716741524819
10.78,20.4026619881262,-4.05746828056155,0.606612474532871,-0.00529620047768773,0.0141910278231635,0.0375707036947959,1.99989139987128,20.2724581366154,-4.15050843769649,0.158364082343515,0.0136130710933318,0.0644870275357874,0.0375725495708533,2,-0.0440247242270758
10.79,20.4189102903416,-4.04580416041062,0.607257313126839,-0.00515267613055881,0.0141868730829337,0.0371289667560464,1.99989236925772,20.2724581366154,-4.15050843769649,0.155474711610711,0.0136069894410086,0.0637288862914766,0.0371308281801787,2,-0.0441721390674566
10.8,20.4351371050121,-4.03414498871381,0.607890910965925,-0.00500950423284865,0.0141808712748796,0.0366858125035572,1.99988889813995,20.4351270960805,-4.03415238695853,0.152586916406048,0.0135991363946254,0.0629683120613625,0.0366876892411508,2,-0.0443138939027955
10.81,20.4513747674823,-4.02246630852546,0.608520561875462,-0.00486669665144392,0.0141730225931926,0.0362412962496478,1.99988988985735,20.4351270960805,-4.03415238695853,0.149701073190596,0.0135895094938134,0.062205399544704,0.0362431879290928,2,-0.044450131205796
10.82,20.4676072463628,-4.01078050832256,0.60914258340338,-0.00472428491781809,0.0141633241572338,0.0357954762929217,1.99989087272247,20.4351270960805,-4.03415238695853,0.146817558154733,0.0135781118315924,0.0614402493813221,0.0357973828805215,2,-0.0445805048571321
10.83,20.4838346346159,-3.99908772296627,0.60975695317379,-0.00458228381024295,0.0141517789699858,0.0353484103162036,1.99989184681435,20.4351270960805,-4.03415238695853,0.143936747109606,0.0135649445016747,0.060672960185981,0.0353503315520798,2,-0.044705132844174
10.84,20.5000570253622,-3.98738808714943,0.610363649800834,-0.0044407109573704,0.0141383884593491,0.0349001558776212,1.99989281221129,20.4351270960805,-4.03415238695853,0.141059015620947,0.0135500086530817,0.0599036307259802,0.0349020914892833,2,-0.0448240062796465
10.85,20.5162745118661,-3.97568173538389,0.610962652886542,-0.00429958476588942,0.0141231538318395,0.0344507706847066,1.9998937689909,20.4351270960805,-4.03415238695853,0.13818473897636,0.0135333056385892,0.0591323600666042,0.0344527204112651,2,-0.0449371078018253
10.86,20.5324871875191,-3.96396880198589,0.611553943023396,-0.00415892381985608,0.0141060764469952,0.0340003126404995,1.9998947172301,20.4351270960805,-4.03415238695853,0.135314292136297,0.0135148370555158,0.0583592476006308,0.0340022762279677,2,-0.0450444183297325
10.87,20.5486951458241,-3.95224942106113,0.612137501797692,-0.00401874670724994,0.0140871579148309,0.0335488398419357,1.99989565700514,20.4351270960805,-4.03415238695853,0.132448049680673,0.0134946047561584,0.0575843930451613,0.033550817038297,2,-0.0451459189670734
10.88,20.5648984803788,-3.94052372648986,0.612713311792859,-0.00387907196966314,0.0140664001174958,0.0330964105703645,1.99989658839155,20.4351270960805,-4.03415238695853,0.129586385754425,0.0134726108499747,0.0568078964295659,0.0330984011230981,2,-0.0452415915198874
10.89,20.5810972848591,-3.92879185191202,0.61328135659263,-0.00373991808698573,0.0140438052116684,0.0326430832817402,1.99989751146422,20.4351270960805,-4.03415238695853,0.126729674012904,0.0134488577036989,0.0560298580811951,0.0326450869368308,2,-0.0453314186267346
10.9,20.5972801151539,-3.91706294909597,0.613838795648676,-0.00360130347175719,0.0140193756269593,0.0321889165973699,1.99989522882911,20.5972729351932,-3.91706834904383,0.123878287567306,0.0134233479410402,0.055250378610629,0.0321909330989747,2,-0.0454153837856087
10.91,20.6134701477852,-3.90531917854602,0.614391264824889,-0.00346324102117635,0.0139931141951845,0.0317339681139311,1.99989616403751,20.5972729351932,-3.91706834904383,0.121032599235428,0.0133960822956057,0.0544695566911204,0.0317359971002505,2,-0.0454935998724158
10.92,20.6296559319416,-3.89356962716519,0.614935925567627,-0.00332575878082835,0.0139650214347881,0.0312782977035459,1.99989709089805,20.5972729351932,-3.91706834904383,0.11819298105755,0.0133670658470683,0.0536874955308295,0.0312803390735852,2,-0.0455658026665327
10.93,20.645837561447,-3.88181442748726,0.615472765486216,-0.00318887182021935,0.0139351024690364,0.030821964729846,1.99989800948525,20.5972729351932,-3.91706834904383,0.115359804200302,0.0133363021898884,0.0529042967175115,0.0308240182077973,2,-0.0456320865787944
10.94,20.6620151301201,-3.87005371172991,0.61600177320886,-0.00305259737122236,0.0139033612656782,0.0303650284249988,1.99989891987296,20.5972729351932,-3.91706834904383,0.112533439047615,0.0133037950193056,0.0521200618963797,0.0303670937251823,2,-0.0456924482614933
10.95,20.6781887317591,-3.85828761178175,0.616522938380384,-0.0029169532271149,0.0138698016820396,0.0299075480991707,1.99989982213436,20.5972729351932,-3.91706834904383,0.109714255163191,0.0132695482456718,0.0513348928786293,0.0299096249447434,2,-0.0457468780438886
10.96,20.6943584601258,-3.84651625918802,0.617036251663573,-0.00278195727813709,0.0138344277538508,0.0294495831739175,1.999900716342,20.5972729351932,-3.91706834904383,0.106902621240429,0.0132335660256594,0.0505488916604278,0.0294516712932554,2,-0.0457953651488056
10.97,20.7105244089289,-3.8347397851361,0.617541704741084,-0.00264762737698366,0.0137972437701914,0.0289911931787291,1.99990160256776,20.5972729351932,-3.91706834904383,0.104098905049048,0.0131958527700272,0.0497621604166726,0.0289932923016275,2,-0.0458378991627885
10.98,20.7266866718076,-3.82295832044091,0.6180392903173,-0.00251398129938986,0.0137582542898963,0.0285324377414976,1.9999024808829,20.5972729351932,-3.91706834904383,0.101303473380959,0.0131564131450053,0.0489748014878897,0.0285345475972708,2,-0.0458744704356704
10.99,20.7428453423156,-3.81117199553047,0.618529002120017,-0.00238103673174739,0.0137174641430794,0.0280733765787354,1.99990335135802,20.5972729351932,-3.91706834904383,0.0985166919960753,0.0131152520720737,0.048186917365412,0.0280754968954617,2,-0.045905070180906
11,20.7589930134979,-3.7993868728048,0.619009043837219,-0.00224881126618947,0.0136748784295665,0.0276140694862252,1.99990212518819,20.758988336696,-3.79939042573323,0.0957389255682154,0.0130723747274097,0.047398610676203,0.0276161999905005,2,-0.0459296904961259
11.01,20.775144783614,-3.78759125817723,0.619482993377421,-0.0021173189377607,0.0136305026005737,0.0271545755794477,1.99990299883831,20.758988336696,-3.79939042573323,0.0929705378250697,0.0130277851775088,0.0466099827660326,0.0271567159302157,2,-0.0459484060284769
11.02,20.7912932415111,-3.77579117205189,0.619949056469523,-0.00198658335397866,0.0135843407322947,0.0266949553871724,1.99990386469005,20.758988336696,-3.79939042573323,0.0902118912213456,0.0129814903405275,0.0458211378063631,0.0266971054087903,2,-0.0459610521425425
11.03,20.8074384802355,-3.76398674316733,0.620407230946044,-0.00185661982270095,0.0135363999216401,0.0262352690790773,1.99990472281303,20.758988336696,-3.79939042573323,0.0874633468585403,0.012933496281407,0.0450321788772694,0.0262374284845238,2,-0.0459676924266511
11.04,20.8235805926653,-3.75217809980219,0.620857515672217,-0.00172744497072532,0.013486686625466,0.0257755767019561,1.99990557327623,20.758988336696,-3.79939042573323,0.0847252645236112,0.0128838092190254,0.0442432090278296,0.025777745197656,2,-0.045968328686782
11.05,20.8397196714951,-3.7403653697621,0.621299910543876,-0.00159907572559356,0.0134352073242116,0.0253159383094511,1.99990641614803,20.758988336696,-3.79939042573323,0.0819980026461089,0.0128324355984241,0.043454331339307,0.0253181156071789,2,-0.0459629590477004
11.06,20.8558558092202,-3.72854868036571,0.621734416487578,-0.00147152901958543,0.0133819687049743,0.024856413979906,1.99990725149619,20.758988336696,-3.79939042573323,0.0792819182474405,0.0127793821102141,0.0426656489314424,0.0248585997945032,2,-0.0459515812675772
11.07,20.8719890981199,-3.71672815843062,0.622161035461023,-0.00134482170336877,0.0133269777086735,0.0243970638108077,1.99990807938786,20.758988336696,-3.79939042573323,0.0765773668881193,0.0127246556950761,0.0418772649527153,0.0243992578577834,2,-0.045934193671979
11.08,20.8881196302424,-3.7049039302593,0.622579770453385,-0.00121897052008115,0.0132702415400067,0.023937947909369,1.9999088998896,20.758988336696,-3.79939042573323,0.0738847026146354,0.012668263544192,0.0410892825662516,0.0239401499037079,2,-0.0459107954075518
11.09,20.9042474973879,-3.69307612162505,0.62299062548548,-0.00109399209659317,0.0132117676679373,0.023479126382954,1.99990971306738,20.758988336696,-3.79939042573323,0.0712042779063818,0.0126102130986418,0.0403018049346412,0.0234813360386526,2,-0.0458813865055292
11.1,20.9203687143801,-3.68124802839626,0.623393002781343,-0.000969902939524626,0.0131515638242061,0.0230206593297829,1.99990938904302,20.9203661701914,-3.68124993896737,0.0685364436227414,0.0125505120485743,0.0395149352045361,0.0230228763597075,2,-0.0458459678945057
11.11,20.9364915238633,-3.66941345028562,0.62378811408176,-0.000846718247510438,0.0130896380303187,0.022562606572776,1.99991019785452,20.9203661701914,-3.68124993896737,0.0658815490167702,0.0124891678653427,0.0387287760111861,0.0225648306660007,2,-0.0458045693706854
11.12,20.9526119422144,-3.65757566566287,0.624175363669013,-0.000724456406419703,0.0130259980052317,0.0221050283706386,1.9999109994464,20.9203661701914,-3.68124993896737,0.0632399415891581,0.0124261891572924,0.0379434308748325,0.022107259272289,2,-0.0457571393711684
11.13,20.9687300600846,-3.64573479804659,0.624554759688048,-0.000603132866703105,0.0129606526700585,0.0216479848048986,1.99991179388312,20.9203661701914,-3.68124993896737,0.0606119670268044,0.0123615844004489,0.0371590028489586,0.0216502222213789,2,-0.0457037050910115
11.14,20.9848459677983,-3.63389097035652,0.624926311315008,-0.000482763436114045,0.0128936108934743,0.0211915358548771,1.99991258122854,20.9203661701914,-3.68124993896737,0.0579979691822418,0.0122953622826844,0.0363755948732932,0.0211937794897992,2,-0.0456442731579687
11.15,21.0009597553384,-3.62204430490029,0.625290028755482,-0.000363363929419076,0.0128248817182089,0.0207357414361988,1.99991336154596,20.9203661701914,-3.68124993896737,0.0553982900252959,0.0122275317277289,0.035593309785286,0.020737990994487,2,-0.0455788495312163
11.16,21.0170715123302,-3.6101949233598,0.625645923243411,-0.000244950065455235,0.0127544744229536,0.0202806614009875,1.9999141348981,20.9203661701914,-3.68124993896737,0.052813269592206,0.0121581019010719,0.0348122503121036,0.0202829165881245,2,-0.0455074406362482
11.17,21.0331813280263,-3.59834294677773,0.625994007039998,-0.000127537435999677,0.0126823985377081,0.0198263555300474,1.99991490134715,20.9203661701914,-3.68124993896737,0.0502432459342185,0.0120870822107354,0.0340325190571416,0.0198286160512802,2,-0.0454300536844288
11.18,21.0492892912916,-3.58648849554396,0.626334293432485,-1.11414953457729e-05,0.012608663846367,0.0193728835237259,1.99991566095473,20.9203661701914,-3.68124993896737,0.0476885550662167,0.012014482306629,0.0332542184850516,0.0193751490836851,2,-0.0453466967595123
11.19,21.0653954905877,-3.57463168938214,0.62666679673277,0.000104222444225375,0.0125332803860431,0.0189203049927272,1.99991641378189,20.9203661701914,-3.68124993896737,0.0451495309155435,0.0119403120795248,0.0324774509064015,0.0189225752952954,2,-0.0452573788389685
11.2,21.0814987061088,-3.56277344981586,0.626992220176041,0.000218539215333746,0.0124562584456879,0.018468679449026,1.99991682313059,21.0814978972405,-3.56277396305904,0.042626505271055,0.0118645816599279,0.0317023184622706,0.0184709541973168,2,-0.0451621097978596
11.21,21.097601630278,-3.55091228113567,0.627309204318395,0.00033179251799403,0.0123776085337011,0.0180180665745032,1.99991756558394,21.0814978972405,-3.56277396305904,0.0401198076606936,0.0117873019212566,0.0309289236273723,0.0180203454953429,2,-0.0450608701973887
11.22,21.1137030533169,-3.53904911254972,0.627618454440786,0.000443969780156229,0.0122973420148457,0.0175685254341527,1.99991830141,21.0814978972405,-3.56277396305904,0.0376297654020196,0.0117084830134898,0.0301573676697223,0.0175708081918999,2,-0.0449537303443033
11.23,21.1298030619246,-3.52718406098303,0.627919988937746,0.000555055549117626,0.012215469482173,0.0171201151195514,1.99991903066793,21.0814978972405,-3.56277396305904,0.0351567035617991,0.0116281357318598,0.0293877520788069,0.0171224014185513,2,-0.044840677334866
11.24,21.1459017423236,-3.51531724262853,0.628213827218017,0.000665035053217977,0.0121320021096525,0.0166728946492602,1.99991975341636,21.0814978972405,-3.56277396305904,0.032700944871955,0.0115462711429299,0.0286201781523308,0.0166751841951211,2,-0.0447217223430134
11.25,21.1619991802444,-3.50344877293355,0.628499989703297,0.000773893828372612,0.0120469514050018,0.0162269229086293,1.9999204697134,21.0814978972405,-3.56277396305904,0.0302628096759829,0.0114629005563839,0.0278547469519059,0.0162292154038773,2,-0.0445968791243822
11.26,21.1780954609112,-3.49157876658678,0.62877849782595,0.000881617611784478,0.0119603291403106,0.0157822586310036,1.99992117961662,21.0814978972405,-3.56277396305904,0.0278426158786031,0.0113780355163038,0.0270915592798003,0.0157845537759842,2,-0.0444661627893104
11.27,21.1941906690277,-3.47970733750528,0.629049374026405,0.000988192313207542,0.0118721473329237,0.0153389603875952,1.99992188318311,21.0814978972405,-3.56277396305904,0.0254406788964935,0.0112916877979106,0.0263307156616299,0.0153412578814182,2,-0.0443295894565956
11.28,21.2102848887631,-3.46783459882165,0.629312641750364,0.00109360400854835,0.0117824182400528,0.0148970865787916,1.99992258046942,21.0814978972405,-3.56277396305904,0.0230573116095085,0.0112038694057584,0.0255723163306737,0.0148993861198296,2,-0.0441871761588649
11.29,21.2263782037376,-3.45596066287122,0.629568325445876,0.00119783893980166,0.0116911543568461,0.0144566954255317,1.99992327153161,21.0814978972405,-3.56277396305904,0.020692824312236,0.0111145925722585,0.0248164612126085,0.0144589967116478,2,-0.0440389408181772
11.3,21.242471492006,-3.44408451408235,0.629818478533157,0.00130088351671963,0.0115983684151394,0.0140178449605874,1.99992423929651,21.2424720126227,-3.44408390049522,0.0183475246658629,0.0110238697562333,0.0240632499103425,0.0140201476892454,2,-0.0438849022402403
11.31,21.2585632242579,-3.43220848305186,0.630059071509756,0.00140272048593939,0.0115040732894808,0.0135805938512445,1.99992491555168,21.2424720126227,-3.44408390049522,0.016021717435578,0.0109317151515615,0.0233127832416482,0.0135828977928202,2,-0.0437249896425159
11.32,21.2746542991531,-3.42033158685987,0.63029215979885,0.00150334348150006,0.0114082839074505,0.0131449990612618,1.99992558577046,21.2424720126227,-3.44408390049522,0.0137157047454445,0.0108381402986439,0.0225651586574288,0.0131473038009064,2,-0.0435593991913874
11.33,21.2907447979792,-3.40845393452437,0.630517771828404,0.00160273723012856,0.011311012376743,0.0127111177958042,1.99992625000674,21.2424720126227,-3.44408390049522,0.0114297860604977,0.0107431581845927,0.0218204745493689,0.0127134230401723,2,-0.0433880760734036
11.34,21.3068348014081,-3.39657563420457,0.630735937008215,0.00170088821220909,0.0112122720381683,0.0122790072211788,1.99992690831391,21.2424720126227,-3.44408390049522,0.00916425803775812,0.0106467821257664,0.0210788290432912,0.0122813126823854,2,-0.043211035778693
11.35,21.3229243894818,-3.3846967931873,0.630946685729244,0.00179778353865587,0.0111120767278975,0.0118487243025524,1.9999275607449,21.2424720126227,-3.44408390049522,0.00691941446799908,0.0105490256854867,0.0203403198973129,0.0118510296850741,2,-0.0430282997311352
11.36,21.3390136415996,-3.37281751787452,0.631150049360163,0.00189341062787864,0.0110104405721175,0.0114203257656314,1.99992820735216,21.2424720126227,-3.44408390049522,0.00469554622672821,0.0104499026501716,0.0196050444630498,0.0114226307689238,2,-0.0428398916150244
11.37,21.3551026365047,-3.36093791377115,0.631346060243249,0.00198775711500105,0.0109073779322237,0.0109938680842883,1.99992884818767,21.2424720126227,-3.44408390049522,0.00249294122791447,0.0103494270219028,0.0188730996645988,0.0109961724055318,2,-0.042645836339204
11.38,21.3711914522717,-3.34905808547292,0.631534751690056,0.00208081082800003,0.0108029033911762,0.0105694074724769,1.99992948330296,21.2424720126227,-3.44408390049522,0.000311884378667655,0.0102476130154183,0.0181445819823657,0.010571710807984,2,-0.0424461597547754
11.39,21.3872801662944,-3.33717813665435,0.63171615797696,0.00217255978284575,0.0106970317502772,0.0101469998763339,1.99993011274908,21.2424720126227,-3.44408390049522,-0.00184734246559463,0.010144475056174,0.0174195874381251,0.010149301922151,2,-0.0422408885833038
11.4,21.4033711045915,-3.325295571032,0.631893681080093,0.00226299218386916,0.0105897780280634,0.00972670096599004,1.99993146603152,21.4033725579168,-3.32529411082155,-0.00398446054559204,0.0100400277785742,0.0166982115803521,0.00972900141814104,2,-0.0420300504009936
11.41,21.4194598104094,-3.31341562997657,0.632060623712465,0.00235209004805947,0.0104811573049065,0.00930856751058516,1.99993207777941,21.4033725579168,-3.32529411082155,-0.00609919459957293,0.00993428853653846,0.0159805520531452,0.00931086618705117,2,-0.0418135231089874
11.42,21.435548642394,-3.30153587380558,0.63222038978004,0.00243985341291802,0.0103711879026102,0.00889265349435345,1.99993268406672,21.4033725579168,-3.32529411082155,-0.00819127240391515,0.00982727010307652,0.0152667009835846,0.00889494990555736,2,-0.0415916281493811
11.43,21.4516376750913,-3.28965640238727,0.6323730173758,0.00252626739992851,0.0102598832774828,0.0084790133587943,1.99993328494219,21.4033725579168,-3.32529411082155,-0.0102604247677227,0.00971898749233202,0.0145567521594409,0.00848130721791594,2,-0.0413642687641422
11.44,21.4677269823074,-3.27777731461207,0.632518545527121,0.002611319950884,0.0101472587646259,0.00806770154250273,1.99993388045412,21.4033725579168,-3.32529411082155,-0.0123063857456237,0.00960945610119944,0.0138507990320693,0.00806999257237507,2,-0.0411314645540871
11.45,21.4838166370955,-3.26589870837913,0.632657014195727,0.0026949999575714,0.0100333303512469,0.00765877221729578,1.99993447065039,21.4033725579168,-3.32529411082155,-0.0143288926997435,0.00949869157315625,0.0131489345574913,0.00766106012858291,2,-0.0408932443792163
11.46,21.4999067117442,-3.25402068058454,0.632788464273113,0.00277729672267348,0.00991811433580434,0.00725227923058689,1.99993505557846,21.4033725579168,-3.32529411082155,-0.0163276863465047,0.00938670975930701,0.0124512511423699,0.00725456372611086,2,-0.0406496402472047
11.47,21.5159972777665,-3.24214332710995,0.632912937574973,0.00285819980710611,0.00980162723763513,0.00684827609092879,1.99993563528534,21.4033725579168,-3.32529411082155,-0.018302510799025,0.00927352670679167,0.011757840619561,0.00685055687020905,2,-0.0404006855901812
11.48,21.5320884058885,-3.23026674281139,0.633030476835389,0.00293769898870974,0.00968388577508753,0.00644681596068763,1.99993620981764,21.4033725579168,-3.32529411082155,-0.0202531136080975,0.0091591586545863,0.0110687942317216,0.00644909272225545,2,-0.04014641479536
11.49,21.5481801660389,-3.21839102150814,0.633141125700884,0.00301578425256562,0.00956490686101591,0.00604795164902498,1.99993677922154,21.4033725579168,-3.32529411082155,-0.022179245802536,0.00904362203110801,0.0103842026169603,0.0060502240913958,2,-0.0398868630859649
11.5,21.5642757262008,-3.20651263595598,0.633249588045271,0.00309244579002189,0.00944470760182146,0.00565173560439095,1.99993835495674,21.5642777407503,-3.20651060349449,-0.0240806619290543,0.00892693345213081,0.00970415579493338,0.00565400342644225,2,-0.0396220664953548
11.51,21.5803689097793,-3.19463883693052,0.633346590679829,0.00316766517180522,0.00932330508288471,0.00525822182170676,1.99993890521271,21.5642777407503,-3.20651060349449,-0.0259571205863232,0.00880911319632594,0.0090287467293709,0.00526048489153433,2,-0.039351853490792
11.52,21.5964629302025,-3.18276617606348,0.633436839305296,0.00324144885757866,0.00920072077077039,0.00486746046966251,1.99993945055698,21.5642777407503,-3.20651060349449,-0.0278083837675691,0.00869017510033339,0.00835806079641023,0.00486971822999679,2,-0.0390766661537535
11.53,21.6125578541023,-3.17089474291396,0.633520381162562,0.00331378260142178,0.00907696929133904,0.00447950238252984,1.99993999103341,21.5642777407503,-3.20651060349449,-0.0296342168317167,0.0085701360022703,0.00769218572697641,0.00448175455714161,2,-0.0387963672855185
11.54,21.6286537472639,-3.15902462595338,0.633597264365003,0.00338465600296041,0.00895206776623833,0.00409439842687746,1.99994052668543,21.5642777407503,-3.20651060349449,-0.0314343887766298,0.00844901316976179,0.00703120884860428,0.00409664475325054,2,-0.038510980389107
11.55,21.6447506746138,-3.14715591255216,0.633667537899036,0.00345405991732082,0.00882603411528842,0.00371219914001472,1.99994105755611,21.5642777407503,-3.20651060349449,-0.0332086723036743,0.00832682411188084,0.00637521687183397,0.00371443933912122,2,-0.0382205414129321
11.56,21.6608487002099,-3.13528868896888,0.633731251618466,0.00352198570787301,0.00869888658511573,0.00333295465393965,1.99994158368814,21.5642777407503,-3.20651060349449,-0.0349568438613714,0.00820358652566474,0.00572429582180769,0.00333518843621285,2,-0.037925090290837
11.57,21.6769478872323,-3.12342304033988,0.633788456237529,0.00358842503391518,0.00857064362453053,0.00295671467904362,1.99994210512381,21.5642777407503,-3.20651060349449,-0.0366786836830523,0.0080793182805261,0.00507853101080635,0.00295894175064503,2,-0.0376246685567816
11.58,21.6930482979742,-3.11155905066918,0.63383920332366,0.00365336979251014,0.00844132385474967,0.00258352849768607,1.99994262190504,21.5642777407503,-3.20651060349449,-0.0383739758226515,0.00795403741291447,0.00443800702193552,0.0025857485636926,2,-0.0373193186952434
11.59,21.7091499938326,-3.09969680281834,0.633883545290142,0.00371681210410611,0.00831094606366674,0.00221344495819371,1.99994313407337,21.5642777407503,-3.20651060349449,-0.0400425081897237,0.00782776212349341,0.00380280769563738,0.00221565772392696,2,-0.037009083976564
11.6,21.7252564454299,-3.08783215786191,0.633927404274538,0.0037787443102219,0.00817952920504772,0.00184651246818067,1.99994478592444,21.7252586891889,-3.08782980739901,-0.0416840725839241,0.00770051077476671,0.00317301611681344,0.00184871763971333,2,-0.036694008421363
11.61,21.7413608317078,-3.07597353632378,0.633959096587607,0.00383914785831666,0.00804709212876089,0.0014827813986955,1.99994527877631,21.7252586891889,-3.08782980739901,-0.0432984653517721,0.00757230626745064,0.00254871910519447,0.00148497889546788,2,-0.0363738744245454
