Time,X,Y,Psi,Roll,Rollrate,Delta,Velocity
11.08,20.8881131857667,-3.70490886903685,0.62267503777298,-0.0035154413624069,0.012668263544192,0.0239401499037079,2
11.085,20.8961767800687,-3.69899461110772,0.62267503777298,-0.00345217169673534,0.0126395116398307,0.0237107429711802,2
11.09,20.9042409525369,-3.69308114154034,0.623085978551624,-0.0033890471514314,0.0126102130986418,0.0234813360386526,2
11.095,20.9123032724237,-3.68716514644548,0.623085978551624,-0.00332606976342674,0.012580647237832,0.02325210619918,2
11.1,20.9203661701914,-3.68124993896737,0.623489041849216,-0.00326324162213586,0.0125505120485743,0.0230228763597075,2
11.105,20.9284272609571,-3.67533226919053,0.623489041849216,-0.00320056475559495,0.0125201359329558,0.0227938535128541,2
11.11,20.9364889292367,-3.66941538618761,0.623884233850417,-0.00313804124343632,0.0124891678653427,0.0225648306660007,2
11.115,20.9445488360267,-3.663496103929,0.623884233850417,-0.00307567310339654,0.0124579857594916,0.0223360449691448,2
11.12,20.9526093198815,-3.65757760750277,0.624271561764298,-0.00301346240388753,0.0124261891572924,0.022107259272289,2
11.125,20.9606680876842,-3.6516567746709,0.624271561764298,-0.00295141115251021,0.0123942052595303,0.0218787407468339,2
11.13,20.9687274320207,-3.64573672663165,0.624651033833154,-0.00288952140662296,0.0123615844004489,0.0216502222213789,2
11.135,20.9767851056602,-3.63981440483695,0.624651033833154,-0.00282779516342975,0.0123288030134566,0.021422000855589,2
11.14,20.9848433552207,-3.63389286669704,0.625022659327792,-0.00276623446896707,0.0122953622826844,0.0211937794897992,2
11.145,20.9928999793493,-3.62796911724498,0.625022659327792,-0.00270484130975097,0.0122617878254053,0.0209658852421431,2
11.15,21.0009571787044,-3.62204615021188,0.625386448546363,-0.00264361772019742,0.0122275317277289,0.020737990994487,2
11.155,21.0090127977951,-3.61612103409605,0.625386448546363,-0.00258256567583622,0.0121931687382945,0.0205104537913058,2
11.16,21.017068991336,-3.61019669906552,0.625742412813298,-0.0025216871991568,0.0121581019010719,0.0202829165881245,2
11.165,21.025123649675,-3.60427027696075,0.625742412813298,-0.00246098425440332,0.0121229550371855,0.0200557663197024,2
11.17,21.0331788816062,-3.5983446345099,0.62609056447818,-0.00240045885183173,0.0120870822107354,0.0198286160512802,2
11.175,21.0412326232853,-3.59241696676543,0.62609056447818,-0.00234011294410198,0.0120511562493524,0.0196018825674827,2
11.18,21.0492869376174,-3.58649007714591,0.626430916914475,-0.0022799485289304,0.012014482306629,0.0193751490836851,2
11.185,21.0573398065267,-3.58056122377852,0.626430916914475,-0.00221996754709536,0.0119777821434494,0.0191488621894903,2
11.19,21.0653932470685,-3.57463314690968,0.626763484518118,-0.00216017198346884,0.0119403120795248,0.0189225752952954,2
11.195,21.0734452868891,-3.56870316759694,0.626763484518118,-0.00210056376665159,0.0119028427284334,0.0186967647463061,2
11.2,21.0814978972405,-3.56277396305904,0.627088282705952,-0.00204114486836795,0.0118645816599279,0.0184709541973168,2
11.205,21.089549151437,-3.55684291713224,0.627088282705952,-0.00198191720412331,0.011826348502388,0.0182456498463299,2
11.21,21.0976009749811,-3.55091264415896,0.627405327914012,-0.00192288273155492,0.0117873019212566,0.0180203454953429,2
11.215,21.1056514867941,-3.54498059059611,0.627405327914012,-0.00186404335396665,0.0117483099794952,0.0177955768436214,2
11.22,21.1137025666911,-3.53904930806901,0.627714637600845,-0.00180540101582334,0.0117084830134898,0.0175708081918999,2
11.225,21.1217523791308,-3.5331163054894,0.627714637600845,-0.00174695760743009,0.01166873762895,0.0173466048052256,2
11.23,21.1298027583103,-3.52718407193109,0.628016230235424,-0.00168871505926352,0.0116281357318598,0.0171224014185513,2
11.235,21.137851914149,-3.52125017858796,0.628016230235424,-0.00163067524829469,0.0115876423798376,0.0168987928068362,2
11.24,21.145901635303,-3.51531705215516,0.628310125299356,-0.00157284009066893,0.0115462711429299,0.0166751841951211,2
11.245,21.1539501770682,-3.509382325929,0.628310125299356,-0.00151521144972282,0.01150503541859,0.0164521997994992,2
11.25,21.1619992826438,-3.5034483644059,0.628596343284952,-0.0014577912269631,0.0114629005563839,0.0162292154038773,2
11.255,21.1700472526106,-3.49751286279786,0.628596343284952,-0.0014005812718021,0.0114209281704371,0.0160068845899307,2
11.26,21.1780957848031,-3.49157812358951,0.628874905692857,-0.00134358347081177,0.0113780355163038,0.0157845537759842,2
11.265,21.1861432249877,-3.48564190371479,0.628874905692857,-0.0012867996591944,0.0113353322933925,0.0155629058287012,2
11.27,21.1941912257336,-3.47970644384054,0.629145835029458,-0.00123023170829509,0.0112916877979106,0.0153412578814182,2
11.275,21.2022381778863,-3.47376956242186,0.629145835029458,-0.00117388143882253,0.0112482596757154,0.0151203220006239,2
11.28,21.2102856888564,-3.46783343850883,0.629409154804113,-0.00111775070660524,0.0112038694057584,0.0148993861198296,2
11.285,21.2183321944545,-3.46189595186994,0.629409154804113,-0.00106184131757647,0.0111597224342679,0.0146791914157387,2
11.29,21.2263792570472,-3.45595922014655,0.629664889526228,-0.00100615511176039,0.0111145925722585,0.0144589967116478,2
11.295,21.2344253572885,-3.45002118420574,0.629664889526228,-0.000950693880034691,0.0110697329130545,0.0142395722004466,2
11.3,21.2424720126227,-3.44408390049522,0.629913064702183,-0.000895459446333295,0.0110238697562333,0.0140201476892454,2
11.305,21.2505177484182,-3.43814537075816,0.629913064702183,-0.000840453584334366,0.0109783044302255,0.0138015227410328,2
11.31,21.2585640373252,-3.43220759046982,0.630153706832117,-0.000785678099688065,0.0109317151515615,0.0135828977928202,2
11.315,21.2666094492915,-3.4262686220223,0.630153706832117,-0.000731134752150901,0.0108854498637645,0.0133651007968633,2
11.32,21.274655412311,-3.42033040014891,0.630386843422077,-0.00067682533244485,0.0108381402986439,0.0131473038009064,2
11.325,21.2827005407669,-3.41439104765423,0.630386843422077,-0.000622751584616783,0.0107911814706095,0.0129303634205394,2
11.33,21.2907462181399,-3.40845243876508,0.630612502950365,-0.000568915282631834,0.0107431581845927,0.0127134230401723,2
11.335,21.2987911030984,-3.40251275645587,0.630612502950365,-0.000515318154419881,0.0106955124004543,0.0124973678612789,2
11.34,21.3068365347604,-3.39657381468974,0.630830714876955,-0.000461961956773491,0.0106467821257664,0.0122813126823854,2
11.345,21.3148812159218,-3.39063385636145,0.630830714876955,-0.000408848401199805,0.0105984560914491,0.0120661711837297,2
11.35,21.3229264414961,-3.38469463542029,0.631041509640852,-0.000355979227007182,0.0105490256854867,0.0118510296850741,2
11.355,21.3309709582419,-3.37875445442495,0.631041509640852,-0.000303356129003722,0.0105000262168785,0.0116368302269989,2
11.36,21.3390160170334,-3.37281500756758,0.631244918656435,-0.00025098082873216,0.0104499026501716,0.0114226307689238,2
11.365,21.3470604084199,-3.36687465680758,0.631244918656435,-0.000198855004034384,0.0104002366694413,0.0112094015872278,2
11.37,21.3551053394087,-3.36093503684357,0.631440974309404,-0.000146980358415541,0.0103494270219028,0.0109961724055318,2
11.375,21.3631496441609,-3.3549945687655,0.631440974309404,-9.5358552487796e-05,0.010299101556012,0.0107839416067579,2
11.38,21.371194485996,-3.34905482804896,0.631629709952537,-4.39912714506005e-05,0.0102476130154183,0.010571710807984,2
11.385,21.3792387425011,-3.34311429463751,0.631629709952537,7.11984157477491e-06,0.0101966351951633,0.0103605063650675,2
11.39,21.3872835334945,-3.33717448506104,0.631811159901269,5.79731199601777e-05,0.010144475056174,0.010149301922151,2
11.395,21.3953277797963,-3.33123393783294,0.631811159901269,0.000108566938334264,0.010092852115312,0.00993915167014601,2
11.4,21.4033725579168,-3.32529411082155,0.631985359429135,0.000158899648903498,0.0100400277785742,0.00972900141814104,2
11.405,21.4114168317084,-3.31935360081821,0.631985359429135,0.000208969647407201,0.00998776829814173,0.00951993380259611,2
11.41,21.4194616345727,-3.31341380731947,0.632152344763063,0.000258775308324234,0.00993428853653846,0.00931086618705117,2
11.415,21.4275059731898,-3.3074733850997,0.632152344763063,0.000308315042845943,0.00988139882632538,0.00910290804630427,2
11.42,21.4355508380614,-3.30153367558393,0.632312153104365,0.000357587241930405,0.00982727010307652,0.00889494990555736,2
11.425,21.4435952784808,-3.29559339122419,0.632312153104365,0.000406590334991027,0.0097737575832544,0.00868812856173665,2
11.43,21.4516402422633,-3.28965381567764,0.632464822573591,0.000455322732297677,0.00971898749233202,0.00848130721791594,2
11.435,21.4596848210951,-3.28371371876297,0.632464822573591,0.00050378288195981,0.00966485977220786,0.0082756498951455,2
11.44,21.4677299203256,-3.27777432668073,0.632610392227173,0.000551969214041939,0.00960945610119944,0.00806999257237507,2
11.445,21.4757746738071,-3.27183446629863,0.632610392227173,0.000599880195655356,0.00955472091171418,0.00786552635047899,2
11.45,21.4838199446506,-3.26589530667863,0.632748902054096,0.000647514276969862,0.00949869157315625,0.00766106012858291,2
11.455,21.4918649086408,-3.25995573141322,0.632748902054096,0.000694869944356299,0.00944335674757646,0.00745781192734688,2
11.46,21.4999103868843,-3.25401685275044,0.632880392970981,0.00074194566835109,0.00938670975930701,0.00725456372611086,2
11.465,21.5079555968584,-3.24807761067663,0.632880392970981,0.00078873995482807,0.0093307832274824,0.00705256029815995,2
11.47,21.5160013179056,-3.24213906095736,0.633004906816629,0.000835251294936908,0.00927352670679167,0.00685055687020905,2
11.475,21.5240468089494,-3.23620019963521,0.633004906816629,0.000881478214292737,0.00921701649307747,0.00664982479623225,2
11.48,21.5320928078154,-3.23026202633134,0.633122486346322,0.000927419224899742,0.0091591586545863,0.00644909272225545,2
11.485,21.5401386146201,-3.22432359280039,0.633122486346322,0.000973072872349751,0.00910207287666016,0.00624965840682562,2
11.49,21.5481849259259,-3.21838584286381,0.633233175225963,0.00101843768973965,0.00904362203110801,0.0060502240913958,2
11.495,21.5562310827829,-3.2124478836375,0.633233175225963,0.00106351224287083,0.00898596889894105,0.00585211375891902,2
11.5,21.5642777407503,-3.20651060349449,0.633337018026074,0.00110829508616839,0.00892693345213081,0.00565400342644225,2
11.505,21.5723242815447,-3.20057316455282,0.633337018026074,0.00115278481017001,0.00886872299057592,0.00545724415898829,2
11.51,21.580371319987,-3.19463640009319,0.633434060215652,0.00119697999525914,0.00880911319632594,0.00526048489153433,2
11.515,21.588418278191,-3.18869952687536,0.633434060215652,0.00124087924875229,0.00875035223652021,0.00506510156076556,2
11.52,21.5964657305147,-3.18276332345557,0.633524348191655,0.00128448116884427,0.00869017510033339,0.00486971822999679,2
11.525,21.6045131391893,-3.17682706086312,0.633524348191655,0.00132778438334042,0.00863087196075656,0.0046757363935692,2
11.53,21.6125610383876,-3.17089146329953,0.633607929203176,0.00137078751204034,0.0085701360022703,0.00448175455714161,2
11.535,21.6206089301743,-3.16495585568661,0.633607929203176,0.00141348920377043,0.00851029921375795,0.00428919965519607,2
11.54,21.6286573088216,-3.15902090824846,0.63368485137503,0.00145588810047658,0.00844901316976179,0.00409664475325054,2
11.545,21.636705715937,-3.15308599941607,0.63368485137503,0.00149798287230619,0.00838865138227962,0.00390554204618588,2
11.55,21.6447546061836,-3.14715174581996,0.633755163703773,0.00153977218365506,0.00832682411188084,0.00371443933912122,2
11.555,21.6528035604153,-3.1412175790106,0.633755163703773,0.00158125472622556,0.00826594606801547,0.00352481388766703,2
11.56,21.6608529939828,-3.13528406241517,0.633818916051581,0.00162242918709933,0.00820358652566474,0.00333518843621285,2
11.565,21.6689025266843,-3.12935068030758,0.633818916051581,0.00166329427974842,0.00814220105290077,0.00314706509342894,2
11.57,21.6769525348609,-3.12341794330835,0.633876159139444,0.00170384871415655,0.0080793182805261,0.00295894175064503,2
11.575,21.6850026769471,-3.11748538801235,0.633876159139444,0.00174409122577361,0.00801743428860493,0.00277234515716882,2
11.58,21.6930532905834,-3.11155347263651,0.633926944540083,0.00178402054769478,0.00795403741291447,0.0025857485636926,2
11.585,21.7011040725263,-3.10562178568795,0.633926944540083,0.00182363543755253,0.00789166389244014,0.00240070314380978,2
11.59,21.7091553220306,-3.09969073338932,0.633971324670718,0.00186293465175932,0.00782776212349341,0.00221565772392696,2
11.595,21.7172067738551,-3.093759955745,0.633971324670718,0.00190191697033204,0.00776490814476119,0.00203218768182015,2
11.6,21.7252586891889,-3.08782980739901,0.634009352785685,0.00194058117320311,0.00770051077476671,0.00184871763971333,2
11.605,21.7333108404668,-3.08189997942947,0.634009352785685,0.00197892606838251,0.00763718765682935,0.0016668482675906,2
11.61,21.7413634511364,-3.07597077532145,0.634041082968933,0.00201695046505909,0.00757230626745064,0.00148497889546788,2
11.615,21.7494163309803,-3.07004193680371,0.634041082968933,0.0020546531891258,0.00750852127186612,0.00130473271176649,2
11.62,21.7574696660398,-3.06411371663481,0.634066570171429,0.0020920330686769,0.00744316331748865,0.00112448652806509,2
11.625,21.7655233031076,-3.05818590675831,0.634066570171429,0.00212908895206916,0.0073789255424222,0.000945886925786607,2
11.63,21.7735773911541,-3.05225870963904,0.634085870115988,0.00216581969098586,0.00731310034675543,0.00076728732350812,2
11.635,21.7816318136404,-3.04633196699538,0.634085870115988,0.0022022241568277,0.00724841912177718,0.000590357559831048,2
11.64,21.7896866828086,-3.0404058314387,0.634099039327355,0.00223830122545641,0.00718213624495571,0.000413427796153976,2
11.645,21.797741918441,-3.03448019401639,0.634099039327355,0.00227404979160456,0.00711702101380724,0.000238190915427453,2
11.65,21.8057975963989,-3.0285551579328,0.634106135127589,0.00230946875560271,0.00705029013313466,6.29540347009298e-05,2
11.655,21.8138536724337,-3.02263066311245,0.634106135127589,0.0023445570357205,0.00698475042050489,-0.00011056715530021,2
11.66,21.8219101863791,-3.01670676380525,0.634107215628811,0.00237931355696287,0.00691758129664715,-0.00028408834530135,2
11.665,21.829967129598,-3.010783448355,0.634107215628811,0.00241373726131793,0.00685162669860886,-0.000455871282104471,2
11.67,21.8380245062547,-3.0048607225157,0.634102339725138,0.0024478270986461,0.00678402916585406,-0.000627654218907591,2
11.675,21.846082342961,-2.99893862258664,0.634102339725138,0.00248158203482752,0.00671766934670586,-0.000797676589980817,2
11.68,21.8541406085753,-2.99301710629047,0.634091567084312,0.00251500104475108,0.00664965330973937,-0.000967698961054042,2
11.685,21.8621993645909,-2.98709625741225,0.634091567084312,0.00254808311835859,0.00658289800042492,-0.00113593870740873,2
11.69,21.8702585449282,-2.98117598611371,0.634074958139175,0.00258082725573632,0.00651447343270887,-0.00130417845376343,2
11.695,21.8783182455896,-2.97525642319011,0.634074958139175,0.00261323247105419,0.0064473324295237,-0.00147061377333334,2
11.7,21.8863783659311,-2.96933743171862,0.634052574079018,0.00264529778976139,0.00637850937196903,-0.00163704909290326,2
11.705,21.8944390360847,-2.96341918902059,0.634052574079018,0.00267702225683789,0.00631099511030518,-0.0018016568873507,2
11.71,21.9025001212181,-2.95750151156815,0.634024476840811,0.00270840492982751,0.00624178629039589,-0.00196626468179814,2
11.715,21.910561785215,-2.95158462272676,0.634024476840811,0.00273944487245189,0.0061739063623577,-0.00212902513754261,2
11.72,21.9186238594411,-2.94566829285664,0.633990729153752,0.00277014116199333,0.0061043195806651,-0.00229178559328708,2
11.725,21.9266865411431,-2.93975279087175,0.633990729153752,0.0028004928862781,0.0060360837286328,-0.00245267785160901,2
11.73,21.9347496282713,-2.93383784151231,0.633951394426566,0.00283049914780998,0.00596612897401495,-0.00261357010993094,2
11.735,21.9428133510435,-2.92792375874196,0.633951394426566,0.00286015905913616,0.00589754718616105,-0.00277257346474715,2
11.74,21.9508774743867,-2.92201022218014,0.633906536783426,0.00288947174860739,0.0058272346984149,-0.00293157681956337,2
11.745,21.9589422610941,-2.91609759033589,0.633906536783426,0.00291843635376174,0.00575831706972317,-0.00308867080772645,2
11.75,21.967007443466,-2.91018549821286,0.633856221058769,0.0029470520290679,0.00568765719820591,-0.00324576479588954,2
11.755,21.9750733164708,-2.90427434835571,0.633856221058769,0.0029753179372268,0.00561841389117417,-0.00340092922429165,2
11.76,21.983139580183,-2.89836373166287,0.633800512789002,0.00300323325899579,0.00554741705481746,-0.00355609365269375,2
11.765,21.9912065613416,-2.89245409419935,0.633800512789002,0.00303079718238274,0.0054778582882399,-0.00370930860755252,2
11.77,21.9992739282009,-2.88654498327447,0.633739478203282,0.00305800891457568,0.00540653496412542,-0.00386252356241129,2
11.775,22.0073420388618,-2.88063688795283,0.633739478203282,0.00308486766902453,0.00533667100948112,-0.00401376941370402,2
11.78,22.0154105301677,-2.87472931247627,0.633673184213977,0.00311137267948075,0.00526503172915289,-0.00416501526499675,2
11.785,22.0234797911685,-2.8688227883828,0.633673184213977,0.00313752318496713,0.00519487290887194,-0.00431427266966563,2
11.79,22.0315494277111,-2.86291677737382,0.633601698406968,0.00316331844592681,0.00512292825655864,-0.00446353007433452,2
11.795,22.0396198593767,-2.85701185292919,0.633601698406968,0.00318875772708284,0.00505248494263587,-0.00461077997922757,2
11.8,22.0476906614336,-2.85110743474232,0.63352508903185,0.00321384031569472,0.0049802455538266,-0.00475802988412062,2
11.805,22.0557622835717,-2.84520413769501,0.63352508903185,0.00323856550961674,0.00490953109786381,-0.00490325175696147,2
11.81,22.0638342708999,-2.83930134000738,0.633443424992021,0.00326293263052459,0.00483701064101697,-0.00504847362980233,2
11.815,22.071907102796,-2.83339969742697,0.633443424992021,0.00328694099560357,0.00476603285637564,-0.00519165067323431,2
11.82,22.0799802946401,-2.82749854724954,0.633356775895502,0.00331058994681601,0.00469323936581452,-0.0053348277166663,2
11.825,22.0880543550667,-2.82159858553803,0.633356775895502,0.0033338788267219,0.0046220084891737,-0.00547594193828068,2
11.83,22.0961287701554,-2.81569910920992,0.633265211926771,0.00335680700374908,0.00454895246512935,-0.00561705615989506,2
11.835,22.1042040773645,-2.80980085409091,0.633265211926771,0.00337937384647264,0.00447747898852981,-0.00575608973485036,2
11.84,22.1122797339063,-2.80390307727336,0.633168803887829,0.00340157875043522,0.00440417119177129,-0.00589512330980566,2
11.845,22.1203563056271,-2.79800655378816,0.633168803887829,0.00342342111047335,0.00433246570450609,-0.00603205868271887,2
11.85,22.1284332213085,-2.7921105014609,0.633067623192483,0.0034449003494905,0.0042589169955038,-0.00616899405563208,2
11.855,22.1365110747452,-2.78621573396521,0.633067623192483,0.00346601588871981,0.00418699013949363,-0.00630381397052943,2
11.86,22.1445892667291,-2.78032143042328,0.632961741857144,0.0034867671785577,0.00411321143301328,-0.00643863388542678,2
11.865,22.1526684185596,-2.77442844258409,0.632961741857144,0.00350715366673756,0.0040410738901527,-0.00657132139541137,2
11.87,22.160747903483,-2.76853591143479,0.632851232490582,0.00352717483124857,0.00396707614236886,-0.00670400890539596,2
11.875,22.1688283698573,-2.76264472622742,0.632851232490582,0.0035468301464181,0.00389473863053695,-0.00683454737679269,2
11.88,22.1769091638305,-2.75675399038734,0.632736168283353,0.00356611911791766,0.00382053283495988,-0.00696508584818941,2
11.885,22.1849909603692,-2.75086463009258,0.632736168283353,0.00358504124675772,0.00374800610617395,-0.00709345896329136,2
11.89,22.1930730789738,-2.74497571178477,0.632616622997085,0.00360359606637694,0.00367360329175639,-0.00722183207839331,2
11.895,22.2011562207669,-2.73908819798607,0.632616622997085,0.00362178310455445,0.00360089813072685,-0.00734802383790808,2
11.9,22.2092396790549,-2.73320111873723,0.632492670953669,0.00363960192257713,0.00352630936037898,-0.00747421559742285,2
11.905,22.2173241806577,-2.72731547231468,0.632492670953669,0.00365705208314052,0.00345343981889523,-0.00759820836700546,2
11.91,22.2254089931426,-2.72143025294243,0.632364387024352,0.00367413318371246,0.0033786794809069,-0.00772220113658806,2
11.915,22.2334948685725,-2.71554649406655,0.632364387024352,0.00369084480661701,0.00330565347559777,-0.00784398140133925,2
11.92,22.2415810492404,-2.709663154693,0.63223184668591,0.00370718656985012,0.00323072971663678,-0.00796576166609043,2
11.925,22.2496683119875,-2.70378130283849,0.63223184668591,0.00372315808198129,0.00315755781734165,-0.00808531458802025,2
11.93,22.2577558742936,-2.6978998628853,0.632095125879254,0.00373875898829921,0.00308248148370049,-0.00820486750995008,2
11.935,22.2658445373135,-2.69201993682033,0.632095125879254,0.00375398892427157,0.00300917452049883,-0.00832217843124936,2
11.94,22.2739334941795,-2.68614041500315,0.631954301054886,0.00376884756314102,0.0029339567238253,-0.00843948935254865,2
11.945,22.2820235698923,-2.68026243278629,0.631954301054886,0.00378333456749146,0.00286052561261417,-0.00855454390726035,2
11.95,22.290113933705,-2.67438484711208,0.63180944916674,0.00379744963873579,0.00278517755248071,-0.00866959846197206,2
11.955,22.298205433994,-2.66850882608984,0.63180944916674,0.00381119246666969,0.00271163324582543,-0.00878238260825494,2
11.96,22.3062972166046,-2.66263319385454,0.631660647662185,0.0038245627809672,0.00263616615971983,-0.00889516675453781,2
11.965,22.3143901528159,-2.65675915065921,0.631660647662185,0.00383756029869684,0.00256251963300039,-0.00900566678454197,2
11.97,22.322483365539,-2.65088548844557,0.631507974470927,0.00385018477784926,0.00248694478221804,-0.00911616681454612,2
11.975,22.330577748481,-2.64501343899315,0.631507974470927,0.00386243596281623,0.00241320702934449,-0.00922436935819315,2
11.98,22.3386724020945,-2.63914176266877,0.631351507993568,0.00387431363994955,0.00233753569461407,-0.00933257190184018,2
11.985,22.346768242037,-2.63327172215706,0.631351507993568,0.00388581758100982,0.00226371772611263,-0.00943846392906059,2
11.99,22.3548643467816,-2.62740204687237,0.631191327090026,0.00389694760074961,0.00218796120563342,-0.00954435595628101,2
11.995,22.3629616534558,-2.62153402977911,0.631191327090026,0.00390770349834032,0.00211407404718037,-0.00964792477892122,2
12,22.3710592190343,-2.6156663699656,0.631027511067891,0.00391808511697107,0.00203824365511519,-0.00975149360156144,2
12.005,22.3791580429927,-2.60980044715135,0.631027511067891,0.00392795577184234,0.00190953281439752,-0.00988582816670924,2
12.01,22.3872572026426,-2.6039349878395,0.6308601396707,0.00393717561421972,0.00177790830078034,-0.010020162731857,2
12.015,22.3953576789873,-2.59807134707956,0.6308601396707,0.00394573153792744,0.00164395666236243,-0.010154105209369,2
12.02,22.4034584899147,-2.59220816856518,0.630688156739784,0.003953610160514,0.00150697707426663,-0.010288047686881,2
12.025,22.411560639013,-2.58634683936763,0.630688156739784,0.00396081122136163,0.00137293868049762,-0.0104183432430125,2
12.03,22.4196631134575,-2.58048595992414,0.630511575719909,0.00396733448635205,0.00123584794473866,-0.010548638799144,2
12.035,22.427766942447,-2.57462695355064,0.630511575719909,0.00397318267755824,0.00110291953103674,-0.0106745346160475,2
12.04,22.4358710856736,-2.56876838183564,0.630330521790781,0.00397835861625247,0.000966936240604201,-0.010800430432951,2
12.045,22.4439765980053,-2.56291170446554,0.630330521790781,0.00398286543012418,0.000835280545030867,-0.0109218254240722,2
12.05,22.4520824132211,-2.55705544630306,0.630145145976551,0.00398670635848034,0.00070057143544072,-0.0110432204151934,2
12.055,22.4601896111329,-2.5512011024459,0.630145145976551,0.00398988435834464,0.000570119980140718,-0.0111601581221198,2
12.06,22.4682971006929,-2.54534716248941,0.629955602772744,0.00399240249715289,0.000436616509085399,-0.0112770958290461,2
12.065,22.4764059857513,-2.53949515573183,0.629955602772744,0.00399426349636769,0.000307274782015065,-0.0113896354302108,2
12.07,22.484515151378,-2.53364353776599,0.629762045181334,0.00399547018498003,0.000174881851683092,-0.0115021750313755,2
12.075,22.4926257245327,-2.52779387084508,0.629762045181334,0.00399602509132867,4.65723692541186e-05,-0.0116103646770865,2
12.08,22.5007365673045,-2.52194457776696,0.629564624173928,0.0039959308492404,-8.47878581010633e-05,-0.0117185543227975,2
12.085,22.5088488288444,-2.51609725250735,0.629564624173928,0.00399518984340033,-0.00021212273091532,-0.0118224297157967,2
12.09,22.5169613491476,-2.51025028625861,0.629363489070331,0.0039938045629634,-0.000342507955022541,-0.011926305108796,2
12.095,22.5250752986539,-2.50440530350472,0.629363489070331,0.00399177728634647,-0.000468910854551545,-0.0120258927912602,2
12.1,22.5331894961443,-2.49856066501522,0.629158787965848,0.0039891103961694,-0.00059836356375966,-0.0121254804737245,2
12.105,22.5413051324562,-2.49271802458139,0.629158787965848,0.00398580609272317,-0.000723865837012934,-0.0122208003306971,2
12.11,22.5494210060307,-2.48687571372789,0.628950668045744,0.00398186668077977,-0.000852417076263274,-0.0123161201876697,2
12.115,22.5575383272236,-2.48103541436578,0.628950668045744,0.00397729429491069,-0.000977045094784028,-0.0124071894526574,2
12.12,22.565655875009,-2.47519542995322,0.628739275813755,0.00397209117463016,-0.00110472088548896,-0.0124982587176451,2
12.125,22.5737748783862,-2.46935746933757,0.628739275813755,0.00396625940280948,-0.00122849539858169,-0.0125850916412545,2
12.13,22.5818940977297,-2.46351980908368,0.628524757183103,0.00395980116795212,-0.00135531607741221,-0.0126719245648638,2
12.135,22.590014779814,-2.45768418379787,0.628524757183103,0.00395271851005643,-0.0014782542954703,-0.0127545337511121,2
12.14,22.5981356672782,-2.45184884432335,0.628307257578861,0.00394501357555404,-0.00160423663128528,-0.0128371429373603,2
12.145,22.6062580238083,-2.44601554985208,0.628307257578861,0.00393668836821663,-0.00172635310089232,-0.012915539908517,2
12.15,22.6143805751691,-2.44018252667522,0.628086921994465,0.00392774499911568,-0.00185151118294045,-0.0129939368796737,2
12.155,22.6225046010988,-2.43435155740022,0.628086921994465,0.00391818544112079,-0.00197281831723236,-0.0130681324166524,2
12.16,22.630628811345,-2.42852084493379,0.62786389502881,0.00390801177530656,-0.00209716409290915,-0.0131423279536311,2
12.165,22.6387545008429,-2.42269219413137,0.62786389502881,0.00389722594812409,-0.00221767250899396,-0.0132123323106755,2
12.17,22.6468803641772,-2.41686378568095,0.627638320911672,0.00388583001515775,-0.00234121612549866,-0.0132823366677198,2
12.175,22.655007710628,-2.41103744552075,0.627638320911672,0.00387382590035969,-0.00246093487075332,-0.0133481597147091,2
12.18,22.6631352204679,-2.40521133328393,0.627410343521753,0.00386121563775711,-0.002583684903835,-0.0134139827616985,2
12.185,22.6712642164737,-2.39938729482837,0.627410343521753,0.00384800113232174,-0.00270262161681755,-0.0134756340839103,2
12.19,22.6793933654534,-2.39356346989461,0.627180106399833,0.00383418440004964,-0.00282458523311173,-0.0135372854061221,2
12.195,22.6875240028358,-2.38774172309899,0.627180106399833,0.00381976733014747,-0.00294274626519737,-0.0135947743784895,2
12.2,22.6956547828084,-2.3819201754499,0.626947752758502,0.0038047519237991,-0.00306392934469612,-0.0136522633508569,2
12.205,22.7037870526074,-2.37610070915891,0.626947752758502,0.0037891400667252,-0.00318131612389461,-0.0137055969400706,2
12.21,22.7119194546388,-2.37028142765723,0.626713425489335,0.00377293375779629,-0.00330171955840159,-0.0137589305292844,2
12.215,22.7200533471128,-2.36446422960165,0.626713425489335,0.00375613486428504,-0.00341833951828355,-0.0138081199786732,2
12.22,22.7281873614973,-2.35864720201107,0.626477267245523,0.00373874536737023,-0.00353797033069217,-0.013857309428062,2
12.225,22.7363228661387,-2.3528322588277,0.626477267245523,0.00372076712601457,-0.00365382684002991,-0.0139023640178761,2
12.23,22.7444584823999,-2.34701747181118,0.626239420295004,0.00370220211401702,-0.00377268793770633,-0.0139474186076903,2
12.235,22.7525955879313,-2.34120476903462,0.626239420295004,0.0036830521851303,-0.00388778312433412,-0.0139883474242421,2
12.24,22.7607327948223,-2.33539220815235,0.626000026587807,0.00366331930888557,-0.0040058761706955,-0.014029276240794,2
12.245,22.7688714891984,-2.32958173021577,0.626000026587807,0.0036430053362807,-0.00412021118018824,-0.0140660883367815,2
12.25,22.7770102747044,-2.32377137992644,0.625759227762656,0.00362211223503381,-0.00423753685688077,-0.014102900432769,2
12.255,22.7851505451149,-2.3179631101632,0.625759227762656,0.00360064185556906,-0.00435111196248571,-0.014135604893398,2
12.26,22.7932908964562,-2.31215495382588,0.625517165148071,0.00357859616596813,-0.00446767008031545,-0.0141683093540269,2
