Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed VESC (rad/s),Time (ms),Time,flag,Input,Reset Traj,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2,Dpsiref contribution,Lateral contribution,Heading contribution,State Estimator Iterations,Trajectory Iterations
0.0000000000,0.0000000000,-1.922532,-0.00711,0.004726,0.379284,0,5880527,0,0,0,0,5.06909,0.573507,-0.060826,-0.094947,-0.007808,0.120124,0,0,0,1,0.011586,0.023338,0,-0.000052,-0.002259,9,9
0.0000000000,0.0000000000,-1.9345,-0.01047,0.003351,0.379284,-0.031416,5880626,0,0,0,0,5.069776,0.588974,-0.029637,-0.094737,-0.008013,0.121242,-0.000838,0,0,1,0.027054,0.054524,0,-0.000121,-0.005277,19,19
0.0000000000,0.0000000000,-1.941681,-0.004819,0.007016,0.379284,0,5880726,0,0,0,0,5.069937,0.604399,0.001440,-0.093995,-0.008608,0.120881,-0.000766,0,0,1,0.042443,0.08561,0,-0.00019,-0.008285,29,29
0.0000000000,0.0000000000,-1.932107,-0.004514,0.006253,0.379284,-0.027227,5880827,0,0,0,0,5.069592,0.619838,0.032550,-0.093746,-0.008236,0.121008,-0.001427,0,0,1,0.059323,0.119816,0,-0.000265,-0.011596,39,39
1.0068355556,0.2090881086,-1.923729,-0.006499,0.001824,0.379284,-0.030997,5880927,0,1,0,0,5.068699,0.635245,0.063637,-0.094596,-0.008709,0.121242,-0.002131,0,0,1,0.074594,0.150904,0,-0.000334,-0.014604,49,49
1.0068355556,0.2090881086,-1.920138,-0.005125,0.003809,0.379284,-0.035186,5881027,0,2,0,0,5.067257,0.650601,0.094705,-0.094167,-0.008126,0.121845,-0.002887,0,0,1,0.089765,0.181972,0,-0.000401,-0.017611,59,59
1.0068355556,0.2090881056,-1.921335,-0.004972,0.000908,0.379284,-0.039794,5881127,0,3,0,0,5.065253,0.665948,0.125880,-0.09378,-0.007682,0.120904,-0.0037,0,0,1,0.10488,0.213146,0,-0.000469,-0.020628,69,69
1.0068355527,0.2090881086,-1.906973,-0.010928,0.007475,0.379284,-0.044401,5881227,0,4,0,0,5.062697,0.681169,0.156962,-0.094708,-0.008954,0.121246,-0.004567,0,0,1,0.11982,0.244229,0,-0.000536,-0.023636,79,79
1.0068355556,0.2090881086,-1.914154,-0.007721,0.005795,0.379284,-0.043563,5881327,0,5,0,0,5.059579,0.696336,0.188140,-0.093823,-0.008788,0.121202,-0.005338,0,0,1,0.133177,0.27228,0,-0.000596,-0.026351,89,89
1.0068355556,0.2090881086,-1.939288,-0.003903,0.003962,0.379284,-0.038956,5881428,0,6,0,0,5.055921,0.711389,0.219327,-0.094745,-0.006267,0.121774,-0.005919,0,0,1,0.147871,0.303468,0,-0.000661,-0.02937,99,99
1.0068355556,0.2090881144,-1.914154,-0.002376,0.002893,0.379284,-0.035186,5881527,0,7,0,0,5.051746,0.726310,0.250517,-0.095183,-0.008083,0.120824,-0.00635,0,0,1,0.162395,0.334669,0,-0.000726,-0.032389,109,109
1.0068355585,0.2090881173,-1.909367,-0.005583,0.004878,0.379284,-0.032673,5881626,0,8,0,0,5.047069,0.741087,0.281715,-0.094698,-0.009476,0.121299,-0.006677,0,0,1,0.17673,0.365871,0,-0.00079,-0.035409,119,119
1.0068355614,0.2090881231,-1.910564,-0.005888,0.003351,0.379284,-0.036442,5881727,0,9,0,0,5.041892,0.755723,0.312960,-0.094074,-0.006915,0.120587,-0.007076,0,0,1,0.190881,0.397116,0,-0.000854,-0.038433,129,129
1.0068355585,0.2090881202,-1.924926,-0.005125,0.003809,0.379284,-0.042726,5881827,0,10,0,0,5.036238,0.770117,0.344078,-0.094564,-0.008288,0.12109,-0.007609,0,0,1,0.204754,0.428243,0,-0.000916,-0.041445,139,139
1.0068355585,0.2090881202,-1.933303,-0.009401,0.008391,0.379284,-0.046496,5881927,0,11,0,0,5.030081,0.784323,0.375231,-0.094279,-0.007711,0.120848,-0.008196,0,0,1,0.218384,0.459371,0,-0.000977,-0.044458,149,149
1.0068355585,0.2090881173,-1.899792,-0.005125,0.007016,0.379284,-0.041888,5882027,0,12,0,0,5.023444,0.798294,0.406344,-0.094896,-0.009446,0.12021,-0.008611,0,0,1,0.231763,0.490516,0,-0.001036,-0.047472,159,159
1.0068355585,0.2090881173,-1.928516,-0.004819,0.007933,0.379284,-0.035605,5882127,0,13,0,0,5.016321,0.812095,0.437584,-0.094463,-0.008916,0.121216,-0.008822,0,0,1,0.244904,0.521724,0,-0.001095,-0.050492,169,169
1.0068355614,0.2090881115,-1.950059,-0.009095,0.009002,0.379284,-0.033091,5882227,0,14,0,0,5.008755,0.825658,0.468819,-0.095741,-0.008931,0.121608,-0.008948,0,0,1,0.257784,0.552959,0,-0.001153,-0.053515,179,179
1.0068355585,0.2090881115,-1.944075,-0.006041,0.003351,0.379284,-0.035186,5882327,0,15,0,0,5.00077,0.838946,0.499997,-0.094625,-0.008294,0.120825,-0.009119,0,0,1,0.270358,0.584146,0,-0.001209,-0.056534,189,189
1.0068355614,0.2090881115,-1.916548,-0.002987,0.005642,0.379284,-0.040631,5882427,0,16,0,0,4.992373,0.851934,0.531099,-0.09416,-0.007829,0.121628,-0.009421,0,0,1,0.282599,0.615253,0,-0.001264,-0.059544,199,199
1.0068355614,0.2090881086,-1.9345,-0.00711,0.007627,0.379284,-0.046077,5882527,0,17,0,0,4.983556,0.864622,0.562166,-0.095228,-0.009533,0.122088,-0.009842,0,0.000001,1,0.295677,0.649432,0,-0.001322,-0.062852,209,209
1.0068355585,0.2090881086,-1.924926,-0.00543,0.007627,0.379284,-0.043982,5882627,0,18,0,0,4.974276,0.877070,0.593380,-0.094359,-0.00775,0.121994,-0.010171,0,0.000001,1,0.307269,0.680646,0,-0.001374,-0.065873,219,219
1.0068355614,0.2090881115,-1.922532,-0.007873,0.007475,0.379284,-0.038537,5882727,0,19,0,0,4.96456,0.889252,0.624704,-0.094219,-0.006806,0.120671,-0.010326,0,0.000001,1,0.318558,0.71197,0,-0.001425,-0.068904,229,229
1.0068355672,0.2090881173,-1.918942,-0.005888,0.007475,0.379284,-0.033929,5882827,0,20,0,0,4.954518,0.901042,0.655833,-0.094548,-0.006532,0.120573,-0.010346,0,0.000001,1,0.329428,0.743099,0,-0.001473,-0.071917,239,239
1.0068355672,0.2090881231,-1.914154,-0.00375,0.006406,0.379284,-0.033091,5882927,0,21,0,0,4.944084,0.912549,0.687056,-0.094598,-0.010264,0.120949,-0.010341,0,0.000001,1,0.339982,0.774323,0,-0.00152,-0.074939,249,249
1.0068355672,0.2090881289,-1.912957,-0.008484,0.007016,0.379284,-0.03728,5883027,0,22,0,0,4.933305,0.923708,0.718241,-0.095078,-0.006436,0.121643,-0.010448,0,0.000001,1,0.350159,0.805507,0,-0.001566,-0.077957,259,259
1.0068355702,0.2090881318,-1.900989,-0.004361,0.003351,0.379284,-0.043982,5883127,0,23,0,0,4.922147,0.934537,0.749493,-0.095243,-0.010362,0.120816,-0.010725,0,0.000001,1,0.359014,0.833644,0,-0.001606,-0.08068,269,269
1.0068355702,0.2090881376,-1.933303,-0.009095,0.003809,0.379284,-0.046914,5883227,0,24,0,0,4.910681,0.944943,0.780610,-0.094953,-0.007917,0.121556,-0.011057,0,0.000001,1,0.368424,0.864768,0,-0.001648,-0.083692,279,279
1.0068355731,0.2090881347,-1.936894,-0.010164,0.004878,0.379284,-0.041469,5883328,0,25,0,0,4.898887,0.954963,0.811706,-0.094721,-0.006796,0.121339,-0.011215,0,0.000001,1,0.37741,0.895837,0,-0.001688,-0.086699,289,289
1.0068355731,0.2090881318,-1.922532,-0.005583,0.00778,0.379284,-0.033929,5883427,0,26,0,0,4.886706,0.964675,0.843009,-0.094531,-0.006721,0.12162,-0.011158,0,0.000001,1,0.386066,0.927147,0,-0.001726,-0.089729,299,299
1.0068355731,0.2090881318,-1.917745,-0.004666,0.006253,0.379284,-0.030997,5883527,0,27,0,0,4.874243,0.974000,0.874286,-0.094011,-0.005962,0.121751,-0.011028,0,0.000001,1,0.39431,0.958425,0,-0.001763,-0.092756,309,309
1.0068355702,0.2090881289,-1.932107,-0.005583,0.006253,0.379284,-0.034348,5883627,0,28,0,0,4.861524,0.982918,0.905502,-0.094396,-0.007731,0.121509,-0.010998,0,0.000001,1,0.402131,0.989655,0,-0.001798,-0.095779,319,319
1.0068355731,0.2090881260,-1.915351,-0.004666,0.007933,0.379284,-0.04105,5883727,0,29,0,0,4.848545,0.991420,0.936680,-0.095022,-0.00798,0.121077,-0.01115,0,0.000001,1,0.409509,1.020818,0,-0.001831,-0.098795,329,329
1.0068355702,0.2090881231,-1.93091,-0.007721,0.0061,0.379284,-0.046496,5883826,0,30,0,0,4.835286,0.999501,0.967879,-0.094875,-0.008617,0.120763,-0.011434,0,0.000001,1,0.416459,1.052056,0,-0.001862,-0.101818,339,339
1.0068355731,0.2090881231,-1.915351,-0.00711,0.008391,0.379284,-0.043563,5883927,0,31,0,0,4.821801,1.007123,0.998997,-0.095057,-0.008278,0.120941,-0.011615,0,0.000001,1,0.422921,1.083168,0,-0.001891,-0.104829,349,349
1.0068355731,0.2090881202,-1.926122,-0.005277,0.008085,0.379284,-0.037699,5884027,0,32,0,0,4.808019,1.014352,1.030262,-0.094837,-0.006153,0.121216,-0.011624,0,0.000001,1,0.428959,1.114406,0,-0.001918,-0.107852,359,359
1.0068355731,0.2090881144,-1.924926,-0.006957,0.006406,0.379284,-0.033091,5884127,0,33,0,0,4.794088,1.021111,1.061368,-0.094552,-0.008589,0.120983,-0.01151,0,0.000001,1,0.434525,1.145522,0,-0.001943,-0.110864,369,369
1.0068355731,0.2090881144,-1.938091,-0.007263,0.005337,0.379284,-0.031835,5884227,0,34,0,0,4.779937,1.027456,1.092525,-0.094668,-0.007314,0.122004,-0.011372,0,0.000001,1,0.440145,1.179791,0,-0.001968,-0.11418,379,379
1.0068355731,0.2090881115,-1.932107,-0.007263,0.005337,0.379284,-0.036442,5884327,0,35,0,0,4.76556,1.033383,1.123769,-0.094483,-0.006621,0.1215,-0.011369,0,0.000001,1,0.444797,1.211035,0,-0.001989,-0.117204,389,389
1.0068355731,0.2090881115,-1.922532,-0.005277,0.007933,0.379284,-0.043563,5884427,0,36,0,0,4.75103,1.038838,1.154952,-0.095173,-0.009542,0.12098,-0.011556,0,0.000001,1,0.448964,1.242218,0,-0.002008,-0.120222,399,399
1.0068355731,0.2090881086,-1.921335,-0.004514,0.007169,0.379284,-0.046496,5884527,0,37,0,0,4.736334,1.043815,1.186120,-0.094982,-0.008138,0.120922,-0.011805,0,0.000002,1,0.452642,1.273387,0,-0.002024,-0.123238,409,409
